title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
Multi-SWE-bench: A Multilingual Benchmark for Issue Resolving,Dao-Guang Zan and Zhirong Huang and Wei Liu and Han-Wu Chen and Lin-Hao Zhang and Shu-Lin Xin and Lu Chen and Qi Liu and Xiaojian Zhong and Ao-Yan Li and Siyao Liu and Yongsheng Xiao and Liang-Qiang Chen and Yuyu Zhang and Jing Su and Tianyu Liu and Rui Long and Kai Shen and L. Xiang,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:277510042,papers_6.bib,1,multi swe bench a multilingual benchmark for issue resolving
Multi-view adaptive contrastive learning for information retrieval based fault localization,Chun-Ying Zhou and Xiaoyuan Xie and Gong Chen and Peng He and Bing Li,2024,Automated Software Engineering,article,,https://api.semanticscholar.org/CorpusId:272753533,papers_10.bib+papers_11.bib,2,multi view adaptive contrastive learning for information retrieval based fault localization
MutaGReP: Execution-Free Repository-Grounded Plan Search for Code-Use,Zaid Khan and Ali Farhadi and Ranjay Krishna and Luca Weihs and Mohit Bansal and Tanmay Gupta,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:276574685,papers_5.bib,1,mutagrep execution free repository grounded plan search for code use
Narrowing the Complexity Gap in the Evaluation of Large Language Models,Yang Chen and Shuyang Liu and Reyhaneh Jabbarvand,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:285973348,papers_6.bib,1,narrowing the complexity gap in the evaluation of large language models
Network-Based Analysis of Software Change Propagation,Rongcun Wang and Rubing Huang and Binbin Qu,2014,The Scientific World Journal,article,,https://api.semanticscholar.org/CorpusId:17797237,papers_7.bib,1,network based analysis of software change propagation
Network-Clustered Multi-Modal Bug Localization,T. Ho{\`a}ng and R. J. Oentaryo and Tien-Duy B. Le and D. Lo,2018,IEEE Transactions on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:3549416,papers_10.bib+papers_11.bib,2,network clustered multi modal bug localization
Network localization by Shadow Edges,G. Oliva and S. Panzieri and F. Pascucci and R. Setola,2012,2013 European Control Conference (ECC),article,,https://api.semanticscholar.org/CorpusId:10350618,papers_13.bib,1,network localization by shadow edges
Neural Program Repair by Jointly Learning to Localize and Repair,Marko Vasic and A. Kanade and Petros Maniatis and David Bieber and Rishabh Singh,2019,ArXiv,article,,https://arxiv.org/pdf/1904.01720.pdf,papers_14.bib,1,neural program repair by jointly learning to localize and repair
Neural Topological SLAM for Visual Navigation,Devendra Singh Chaplot and R. Salakhutdinov and A. Gupta and Saurabh Gupta,2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),article,,https://api.semanticscholar.org/CorpusId:214754592,papers_13.bib+papers_4.bib,2,neural topological slam for visual navigation
New Conceptual Coupling and Cohesion Metrics for Object-Oriented Systems,Bela Ujhazi and R. Ferenc and D. Poshyvanyk and T. Gyim{\'o}thy,2010,2010 10th IEEE Working Conference on Source Code Analysis and Manipulation,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=5601833,papers_7.bib,1,new conceptual coupling and cohesion metrics for object oriented systems
NL2Repo-Bench: Towards Long-Horizon Repository Generation Evaluation of Coding Agents,Jing-Zhe Ding and Shengda Long and Changxin Pu and Huan Zhou and Hongwan Gao and Xiang Gao and Chaoyang He and Yue Hou and Fei Hu and Zhao-Jian Li and Weiran Shi and Zaiyuan Wang and Dao-Guang Zan and Chen-Chen Zhang and Xiaoxu Zhang and Qi-Zhi Chen and Xianfu Cheng and Bo Deng and Qing-Shui Gu and Kaihui Hua and Jun-Tao Lin and Pai Liu and Mingchen Li and Xuanguang Pan and Zifan Peng and Yujia Qin and Yong Shan and Zhewen Tan and Weihao Xie and Zihan Wang and Yi Yuan and Jiayu Zhang and Enduo Zhao and Yun-Bo Zhao and He Zhu and Chenyang Zou and Ming Ding and Jianpeng Jiao and Jiaheng Liu and Ming-Hao Liu and Qian Liu and C. Tao and Jian Yang and Tong Yang and Zhaoxiang Zhang and Xinjie Chen and Wenhao Huang and Ge Zhang,2025,ArXiv,article,,https://arxiv.org/pdf/2512.12730.pdf,papers_5.bib,1,nl2repo bench towards long horizon repository generation evaluation of coding agents
Nonmonontone submodular maximization under routing constraints,Haotian Zhang and Rao Li and Zewei Wu and Guodong Sun,2022,ArXiv,article,,https://api.semanticscholar.org/CorpusId:254095949,papers_16.bib,1,nonmonontone submodular maximization under routing constraints
Not All Frames Deserve Full Computation: Accelerating Autoregressive Video Generation via Selective Computation and Predictive Extrapolation,Han-Shuai Cui and Zhiqing Tang and Z. Yao and Fanshuai Meng and Wei-Jia Jia and Wei Zhao,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:287121340,papers_15.bib,1,not all frames deserve full computation accelerating autoregressive video generation via selective computation and predictive extrapolation
Not just a language with white faces: Analysing \#taalmonument on Instagram using machine learning,E. Kotz{\'e} and Burgert A. Senekal,2020,The Journal for Transdisciplinary Research in Southern Africa,article,,https://api.semanticscholar.org/CorpusId:230561494,papers_15.bib,1,not just a language with white faces analysing taalmonument on instagram using machine learning
Nuclear Graph-Guided Multiple Instance Learning for Weakly Supervised Tumor Region Discovery,Jiachen Yang and Andi Duan and Guipeng Lan and Xiao-Hua Yin and Shuai Xiao and Qinggang Meng and Baihua Li,2026,IEEE Signal Processing Letters,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11551846,papers_4.bib,1,nuclear graph guided multiple instance learning for weakly supervised tumor region discovery
Occupancy Grid Map to Pose Graph-based Map: Robust BIM-based 2D-LiDAR Localization for Lifelong Indoor Navigation in Changing and Dynamic Environments,Miguel Torres and A. Braun and A. Borrmann,2023,ArXiv,article,,https://api.semanticscholar.org/CorpusId:260462057,papers_13.bib+papers_4.bib,2,occupancy grid map to pose graph based map robust bim based 2d lidar localization for lifelong indoor navigation in changing and dynamic environments
OmniGIRL: A Multilingual and Multimodal Benchmark for GitHub Issue Resolution,Lianghong Guo and Wei Tao and Runhan Jiang and Yan-Lin Wang and Jiachi Chen and Xilin Liu and Yuchi Ma and Mingzhi Mao and Hongyu Zhang and Zibin Zheng,2025,Proceedings of the ACM on Software Engineering,article,,https://api.semanticscholar.org/CorpusId:278368031,papers_6.bib,1,omnigirl a multilingual and multimodal benchmark for github issue resolution
On Distributed Computing with Heterogeneous Communication Constraints,Nishant K. Shakya and Fan Li and Jinyuan Chen,2018,"2018 52nd Asilomar Conference on Signals, Systems, and Computers",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=8645145,papers_15.bib,1,on distributed computing with heterogeneous communication constraints
On optimum recognition error and reject tradeoff,C.-K. Chow,1970,IEEE Trans. Inf. Theory,article,,https://doi.org/10.1109/TIT.1970.1054406,papers_16.bib,1,on optimum recognition error and reject tradeoff
On the Effect of Transitivity and Granularity on Vulnerability Propagation in the Maven Ecosystem,Amir M. Mir and Mehdi Keshani and Sebastian Proksch,2023,"2023 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10123571,papers_9.bib,1,on the effect of transitivity and granularity on vulnerability propagation in the maven ecosystem
On the Effectiveness of Information Retrieval Based Bug Localization for C Programs,Ripon K. Saha and J. Lawall and Sarfraz Khurshid and D. Perry,2014,2014 IEEE International Conference on Software Maintenance and Evolution,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6976082,papers_10.bib+papers_11.bib,2,on the effectiveness of information retrieval based bug localization for c programs
On the Foundations of Noise-free Selective Classification,Ran El-Yaniv and Yair Wiener,2010,J. Mach. Learn. Res.,article,,https://doi.org/10.5555/1756006.1859904,papers_15.bib+papers_16.bib,2,on the foundations of noise free selective classification
On The Gap Between Software Maintenance Theory and Practitioners' Approaches,Mvian Ferreira and Mariza Bigonha and K. Ferreira,2021,2021 IEEE/ACM 8th International Workshop on Software Engineering Research and Industrial Practice (SER\&IP),article,,https://api.semanticscholar.org/CorpusId:233181981,papers_7.bib,1,on the gap between software maintenance theory and practitioners approaches
On the Impacts of Contexts on Repository-Level Code Generation,Nam Le Hai and D. Nguyen and N. Bui,2024,North American Chapter of the Association for Computational Linguistics,inproceedings,,https://api.semanticscholar.org/CorpusId:270562348,papers_5.bib,1,on the impacts of contexts on repository level code generation
On the Influence of Latent Semantic Analysis Parameterization for Bug Localization,Marcelo de Almeida Maia and Allysson Costa e Silva and Ilm{\'e}rio Reis da Silva,2013,RITA,article,,https://api.semanticscholar.org/CorpusId:21537097,papers_10.bib+papers_11.bib,2,on the influence of latent semantic analysis parameterization for bug localization
On the influence of program constructs on bug localization effectiveness,Marcelo Garnier and Isabella Ferreira and Alessandro F. Garcia,2017,Journal of Software Engineering Research and Development,article,,https://api.semanticscholar.org/CorpusId:20284543,papers_10.bib+papers_11.bib,2,on the influence of program constructs on bug localization effectiveness
On the link between structural dependencies and software changes,G. Oliva,2023,,inproceedings,,https://api.semanticscholar.org/CorpusId:260259177,papers_9.bib,1,on the link between structural dependencies and software changes
On the Precision and Accuracy of Impact Analysis Techniques,Lile Hattori and D. Guerrero and J. Figueiredo and Jo{\~a}o Brunet and J. Dam{\'a}sio,2008,Seventh IEEE/ACIS International Conference on Computer and Information Science (icis 2008),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=4529870,papers_12.bib,1,on the precision and accuracy of impact analysis techniques
On the use of relevance feedback in IR-based concept location,Gregory Gay and S. Haiduc and Andrian Marcus and T. Menzies,2009,2009 IEEE International Conference on Software Maintenance,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=5306315,papers_10.bib+papers_11.bib,2,on the use of relevance feedback in ir based concept location
On the Use of Stack Traces to Improve Text Retrieval-Based Bug Localization,Laura Moreno and J. Treadway and Andrian Marcus and Wuwei Shen,2014,2014 IEEE International Conference on Software Maintenance and Evolution,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=6976081,papers_10.bib+papers_11.bib,2,on the use of stack traces to improve text retrieval based bug localization
One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents,Zhaoxi Zhang and Yitong Duan and Yanzhi Zhang and Yiming Xu and Zhixiang Wang and Kun Liang and Wei-Kang Li and Jia-Hui Liang and Deguo Xia and Jizhou Huang and Ji-Yan He and Yunfang Wu,2025,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:288672955,papers_14.bib,1,one tool is enough reinforcement learning for repository level llm agents
Online Adaptable Bug Localization for Rapidly Evolving Software,Agnieszka Ciborowska and M. J. Decker and Kostadin Damevski,2022,ArXiv,article,,https://api.semanticscholar.org/CorpusId:247292167,papers_10.bib+papers_11.bib,2,online adaptable bug localization for rapidly evolving software
Online Cascade Learning for Efficient Inference over Streams,Lun-Yiu Nie and Zhi-Min Ding and Erdong Hu and Christopher Jermaine and Swarat Chaudhuri,2024,ArXiv,article,,https://api.semanticscholar.org/CorpusId:267522781,papers_15.bib,1,online cascade learning for efficient inference over streams
Operational Evidence Gaps for LLMs in Fraud Detection and Trust-and-Safety Workflows,Keyur Gabani,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:290179392,papers_16.bib,1,operational evidence gaps for llms in fraud detection and trust and safety workflows
Optimal digital computer control of cascaded vehicles in high-speed transportation systems,E. T. Powner and J. Anderson and G. H. Qualtrough,1969,Transportation Research,article,,https://doi.org/10.1016/0041-1647\%2869\%2990107-5,papers_15.bib,1,optimal digital computer control of cascaded vehicles in high speed transportation systems
Optimal Query Allocation in Extractive QA with LLMs: A Learning-to-Defer Framework with Theoretical Guarantees,Yannis Montreuil and S. Yeo and Axel Carlier and Xing-Ng Lai and W. Ooi,2024,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:273501523,papers_16.bib,1,optimal query allocation in extractive qa with llms a learning to defer framework with theoretical guarantees
